id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento
736;Instituto superior de seguridad pública;Instituto superior de seguridad pública: ampliación polí­gono de tiro;Finalizada;Arquitectura;Corporación buenos aires sur;Construcción de nuevo polí­gono para capacitación del issp;64911719.0;9;Parque avellaneda;Santiago de compostela av. 3801;-34,65518062;-58,46507986;2017-06-15;2018-11-30;13;100.0;Cdn2.buenosaires.gob.ar/baobras/justiciayseguridad/poligono%201.jpg;N/A;N/A;N/A;Building co s.r.l;2017;Licitación pública;02-cbas-2017;30708969881;Usuarios;0;N/A;N/A;N/A;Http://www.buenosaires.gob.ar/baobras/instituto-superior-de-seguridad-publica;N/A;N/A;N/A;N/A
737;Oficinas públicas;Oficinas ministerio de justicia y seguridad: hornos 238 pisos 4, 5, 7;Desestimada;Arquitectura;Ministerio de justicia y seguridad;Adecuación de tres pisos para las nuevas oficinas de la jefatura de policí­a.;24916149.0;4;Barracas;Hornos, gral. 238;-34,6309709;-58,37836094;2017-03-04;2017-09-25;6;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mjyshornos238piso456fin.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mjyshornos238piso456mjys.jpg;Https://cdn2.buenosaires.gob.ar/baobras/msjyshornos238piso456fin.jpg;N/A;Sur construcciones;2017;Desestimada;Desestimada;30712521232;73377;20;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/oficinas-publicas;N/A;N/A;N/A;N/A
738;Instituto superior de seguridad pública;Instituto superior de seguridad pública: dormitorios (pabellones: 1, 2, 3, 4 y 5);Finalizada;Arquitectura;Ministerio de justicia y seguridad;Construcción de dormitorios para los cadetes del issp.;82220316.0;9;Parque avellaneda;Santiago de compostela av. 3801;-34,65518062;-58,46507986;2016-12-23;2018-07-31;19;100.0;Https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad2/mjys_dormitorios_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad2/mjys_dormitorios_imagen2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad2/mjys_dormitorios_imagen3.jpg;Https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad2/mjys_dormitorios_imagen4.jpg;Miavasa s.a;2016;N/A;N/A;30677303863;2000;50;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/instituto-superior-de-seguridad-publica;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20161101.pdf;N/A;N/A;N/A
739;Oficinas públicas;Oficinas ministerio de justicia y seguridad: herrera - armerí­a armamentos;Finalizada;Arquitectura;Ministerio de justicia y seguridad;Ampliación de armerí­a con depósitos modulares.;1821496.0;4;Barracas;Herrera 2410;-34,65449054;-58,37408508;2017-10-11;2017-12-04;2;100.0;Https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad/armeria%20final%20%285%29.jpg;Https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad/armeria%20final%20%286%29.jpg;N/A;N/A;Ecosan s.a;2017;N/A;N/A;30707696849;73377;7;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/oficinas-publicas;N/A;N/A;N/A;N/A
740;Destacamentos de bomberos;Destacamento de bomberos vélez sarsfield (rodó 4470);Finalizada;Arquitectura;Ministerio de justicia y seguridad;Trabajos integrales de puesta en valor, solados, cielorrasos, instalación sanitaria, carpinterí­as, instalación eléctrica, se genera nueva sala de academia y dormitorio con baño, impermeabilización, etc.;3675140.0;9;Parque avellaneda;Rodo, jose e. 4470;-34,64472519;-58,48776084;2017-06-19;2017-11-21;5;100.0;Https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_arquitectura.png;N/A;N/A;N/A;Uniser s.a;2017;N/A;N/A;30710477759;43413;10;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/destacamentos-de-bomberos-0;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20170417.pdf;N/A;N/A;N/A
741;Oficinas públicas;Oficinas ministerio de justicia y seguridad: herrera - policí­a antidisturbios - etapa 2;Finalizada;Arquitectura;Ministerio de justicia y seguridad;Puesta en valor y refuncionalización con instalaciones eléctricas, sanitarias y climatización para uso de vestuarios y dormitorios.;7476185.0;4;Barracas;Herrera 2410;-34,65449054;-58,37408508;2016-09-15;2016-10-30;1;100.0;Https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_arquitectura.png;N/A;N/A;N/A;Ecosan s.a;2016;N/A;N/A;30707696849;73377;20;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/oficinas-publicas;N/A;N/A;N/A;N/A
742;Instituto superior de seguridad pública;Instituto superior de seguridad pública: aulas y comedor;Finalizada;Arquitectura;Ministerio de justicia y seguridad;Ampliación del comedor y construcción tradicional de aulas para el issp.;95460325.0;9;Parque avellaneda;Santiago de compostela av. 3801;-34,65518062;-58,46507986;2016-12-23;2017-12-29;12;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_aulasycomedor_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_aulasycomedor_imagen2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_aulasycomedor_imagen3.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_aulasycomedor_imagen4.jpg;Miavasa s.a;2016;N/A;N/A;30677303863;2000;30;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/instituto-superior-de-seguridad-publica;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20161101.pdf;N/A;N/A;N/A
743;Oficinas públicas;Oficinas ministerio de justicia y seguridad: herrera - policí­a antidisturbios - etapa 3;Finalizada;Arquitectura;Ministerio de justicia y seguridad;Construcción de obra nueva con instalaciones eléctricas, sanitarias y climatización para oficinas administrativas y jefatura, depósito de logí­stica y armerí­a para personal del doucad (división operaciones urbanas de contención de actividades deportivas).;5471680.0;4;Barracas;Herrera 2410;-34,65449054;-58,37408508;2016-10-31;2016-12-15;2;100.0;Https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_arquitectura.png;N/A;N/A;N/A;Ecosan s.a;2016;N/A;N/A;30707696849;73377;20;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/oficinas-publicas;N/A;N/A;N/A;N/A
744;Destacamentos de bomberos;Destacamento de bomberos flores (estación) - cuartel vii (falcón 2255) - etapa 2;Finalizada;Arquitectura;Ministerio de justicia y seguridad;Refacción destacamento de bomberos: impermeabilización, reemplazo de artefactos de gas, carpinterí­as, iluminación, pisos y zócalos. refuncionalización de escalera, revestimientos en baños y vestuarios, cambio de cubierta de chapa, trabajos de pintura.;6500000.0;7;Flores;Falcon, ramon l.,cnel. 2255;-34,62935755;-58,46003595;2017-05-06;2017-08-12;3;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_destflores_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_destflores_imagen2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_destflores_imagen3.jpg;N/A;Industrias mas s.r.l;2017;N/A;N/A;30707041990;142695;10;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/destacamentos-de-bomberos-0;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20170201.pdf;N/A;N/A;N/A
774;Barrio 31;Barrio 31: anexo cedel (oficina afip - agip);Finalizada;Arquitectura;Ministerio de desarrollo humano y hábitat;Sobre una construcción existente se realizaron las modificaciones necesarias para instalar oficinas de tributación. se adecuaron los espacios para habilitar la atención al público, se colocaron nuevos revestimientos, artefactos lumí­nicos y se modificó el sistema cloacal del edificio existente.;993017.0;1;Retiro;Gendarmeria nacional av. 690;-34,58359589;-58,37453562;2017-02-13;2017-04-14;2;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_afipagip_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/integracionsocialyurbana/anexo%20cedel%2c%20despu%c3%a9s.jpg;N/A;N/A;Merlino;2016;Licitación pública;339-sigaf/17;20103652775;43190;15;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://documentosboletinoficial.buenosaires.gob.ar/publico/pe-res-mjggc-secisyu-50-17-anx.pdf;4828132/dgopdu/2017;N/A;N/A
804;Puente lacarra;Puente lacarra;Finalizada;Transporte;Secretarí­a de transporte y obras públicas;Una obra prometida a los vecinos y postergada por más de 50 años. una forma de conectar más aún la ciudad con la provincia. con nuevos espacios verdes y luminarias led. un proyecto que posibilitará que miles de personas viajen en forma rápida y segura todos los dí­as, mejorando su calidad de vida.;249900000.0;8;Villa soldati;27 de febrero av. y autopista presidente héctor j. cámpora;-34,675416;-58,441243;2017-03-01;2018-09-20;18;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_renderpuentelacarra_foto1.jpg;Https://www.youtube.com/watch?v=ndia9-9rjn0;N/A;N/A;Eleprint s.a. - empresa constructora argentina de servicios s.a. - puente lacarra - union transitoria;2016;Licitación pública;2016-01-0027-00;30715488449;500000;100;N/A;Si;N/A;Https://www.buenosaires.gob.ar/baobras/puente-lacarra;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20161018.pdf;N/A;Https://cdn2.buenosaires.gob.ar/baobras/apra/ex-2016-23242378-mgeya-apra.pdf;N/A
812;Sistema hidrometeorológico integral de observación, vigilancia y alerta;Sistema hidrometeorológico integral de observación, vigilancia y alerta;Finalizada;Hidráulica e infraestructura;Secretarí­a de transporte y obras públicas;Sistema hidrometeorológico integral de observación, vigilancia y alerta que permite disponer de información confiable y precisa necesaria para aumentar la capacidad de predicción de mal tiempo en la ciudad, advirtiendo sobre probables inundaciones y mejorando el manejo de situaciones de emergencia y recuperación.;116460262.0;15;Chacarita;Guzmán 201;-34,590027;-58,450485;2016-10-31;2019-11-01;37;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_sat_sihvigila_foto1.png;N/A;N/A;N/A;Autotrol sa - wdt inc;2014;N/A;N/A;30504913712;N/A;20;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/sistema-hidrometeorologico-integral-de-observacion-vigilancia-y-alerta-0;Https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/index.php/licitation/index/id/171;N/A;N/A;N/A
814;Donado holmberg;Ex au 3: soluciones habitacionales iv;Finalizada;Arquitectura;Secretarí­a de transporte y obras públicas;Obra en ejecución con 30 unidades funcionales (11 unidades de 3 ambientes, 19 unidades de 4 ambientes) y 3 locales comerciales en planta baja de 200m2 totales (superficie total cubierta 2.813 m2).;51377671.0;12;Villa urquiza;Av monroe 4243/75;-34,5689802;-58,4776984;2017-06-26;2018-09-30;15;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_donadoholmberg_solucioneshabitacionalesiv_foto1.jpg;N/A;N/A;N/A;Warlet s.a.;2017;Licitacion publica;267/sigaf/2017;30700435853;N/A;45;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/donado-holmberg;Https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/uploads/ba5f908343d15e689577c0bb78d60d2c.pdf;N/A;N/A;N/A
898;Barrio 31;Barrio 31: galpón;Finalizada;Arquitectura;Ministerio de desarrollo humano y hábitat;"El ""galpón"" es un centro comunitario que promueve el encuentro, participación y formación de los vecinos. su objetivo es mejorar la proximidad y la atención inmediata, y garantizar el acceso a las polí­ticas sociales. cuenta con un cesac, oficinas de atención al vecino desde diversas áreas (anses, renaper, migraciones, defensorí­a del pueblo, entre otros) y con talleres de actividades educativas, culturales y deportivas. la obra consistió en la puesta en valor, reforzamiento estructural de una edificación ya existente. se llevaron a cabo tareas de tendido eléctrico, colocación de artefactos lumí­nicos, pintura.";18884253.0;1;Retiro;Gendarmeria nacional av. 690;-34,58359589;-58,37453562;2016-04-10;2017-01-04;9;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_elgalpon_imagen1.jpg;Https://www.youtube.com/watch?v=yom_as7tiom;N/A;N/A;Merlino;2016;Licitación pública;691-sigaf-16;20103652775;43190;20;Si;Si;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://documentosboletinoficial.buenosaires.gob.ar/publico/pe-res-mjggc-secisyu-104-16-anx.pdf;18802401-mgeya-dgoi/2016;N/A;N/A
899;Barrio 31;Barrio 31: oficina 99;Finalizada;Arquitectura;Ministerio de desarrollo humano y hábitat;El proyecto consistió en la remodelación y mejoramiento del inmueble existente en la manzana 99 del bajo autopista. cumple la función el albergar oficinas de atención de la secretarí­a de integración social y urbana. el inmueble consta de dos plantas, 1er y 2da en las cuales se desempeñarán estas funciones. la obra consistió en el reacondicionamiento de las instalaciones sanitarias, eléctricas, cambio de la escalera de acceso, entre otras tareas.;450000.0;1;Retiro;Gendarmeria nacional av. 690;-34,58359589;-58,37453562;2017-06-27;2017-08-26;2;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_oficina99_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/integracionsocialyurbana/oficina%2099%2c%20despu%c3%a9s.jpg;N/A;N/A;Bristol;2017;Contratación menor;N/A;30711320160;43190;15;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;N/A;N/A;N/A;N/A
900;Barrio 31;Barrio 31: cesac 47;Finalizada;Arquitectura;Ministerio de desarrollo humano y hábitat;"Ubicado dentro del predio del denominado ""galpón"", la obra consistió en la ampliación y readeacuación de un centro de atención primaria. hoy cuenta con un vacunatorio, una enfermerí­a, una sala de administración, una farmacia, y más consultorios.";30999722.0;1;Retiro;Gendarmeria nacional av. 690;-34,58359589;-58,37453562;2016-04-10;2017-01-04;9;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_cesac47despu%c3%a9s_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/integracionsocialyurbana/cesac%2047%2c%20despu%c3%a9s.jpg;N/A;N/A;Merlino;2016;Licitación pública;691-sigaf-16;20103652775;43190;20;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://documentosboletinoficial.buenosaires.gob.ar/publico/pe-res-mjggc-secisyu-104-16-anx.pdf;18802401-mgeya-dgoi/2016;N/A;N/A
901;Barrio 31;Barrio 31: portal;Finalizada;Arquitectura;Ministerio de desarrollo humano y hábitat;La obra del portal implicó la expansión de un edificio pre-existente de oficinas. cumple como función el albergar oficinas de atención de la secretarí­a de integración social y urbana. la obra consistió en el reacondicionamiento de las instalaciones sanitarias, eléctricas, cambio de la escalera de acceso así­ cómo también la ampliación en m2 del área de oficinas.;2498500.0;1;Retiro;Gendarmeria nacional av. 690;-34,58359589;-58,37453562;2016-04-04;2016-06-30;2;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_elportal_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/integracionsocialyurbana/portal%2c%20despu%c3%a9s.jpg;N/A;N/A;Juan pablo boyatjian;2016;433;N/A;30667662415;43190;20;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;N/A;N/A;N/A;N/A
902;Barrio 31;Barrio 31: feria;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;La obra comprende trabajos de mejoramiento urbano: pavimentos, veredas, parquización, mobiliario urbano, alumbrado público en el sector de la feria entre la calle perette hasta la calle playón este y tendido de redes de infraestructura eléctrica y sanitaria. incluye también un área de espacio público con zonas verdes, juegos para niños y una cancha deportiva. todas éstas obras persiguen además, ser sustento para la renovación, organización y formalización de los puestos comerciales existentes de la feria.;59192343.0;1;Retiro;Walsh, rodolfo 75;-34,584365;-58,375702;2017-02-20;2017-12-08;10;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_feria_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/integracionsocialyurbana/feria%2c%20despu%c3%a9s%20.jpg;N/A;N/A;Pose;2017;Licitación pública;8-sigaf/17;30709107123;43190;15;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://boletinoficial.buenosaires.gob.ar/normativaba/norma/351245;27194363-mgeya-dgoi/2016;N/A;N/A
903;Barrio 31;Barrio 31: cancha y plaza vilma;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;Este proyecto consistió en la puesta en valor del área destinada a espacio público (área apróximada 806 m2) ubicada en el sector playón oeste. el proyecto propuso regenerar el espacio público para reforzar el uso deportivo que históricamente tuvo, así­ como también el recreativo y de esparcimiento. consta de tres grandes espacios, una cancha de usos múltiples, un recorrido de rampas para el desnivel existente entre la vereda y el galpón, acompañado por terrazas escalonadas de verde que proporcionan una oportunidad óptima para el aporte ambiental, y por último, un gran espacio con juegos para niños.;14148025.0;1;Retiro;Gendarmeria nacional av. 681;-34,58355238;-58,37451387;2017-05-07;2017-12-15;7;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_canchawilma_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/integracionsocialyurbana/wilma%202%20despues.jpg;N/A;N/A;Cooperativa;2017;N/A;N/A;N/A;43190;10;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;N/A;N/A;N/A;N/A
904;Barrio 31;Barrio 31: playón oeste;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;Este proyecto consistió en la puesta en valor del área destinada a espacio público (área apróximada 806 m2) ubicada en el sector playón oeste. el proyecto propuso regenerar el espacio público para reforzar el uso deportivo que históricamente tuvo, así­ como también el recreativo y de esparcimiento. consta de tres grandes espacios, una cancha de usos múltiples, un recorrido de rampas para el desnivel existente entre la vereda y el galpón, acompañado por terrazas escalonadas de verde que proporcionan una oportunidad óptima para el aporte ambiental, y por último, un gran espacio con juegos para niños.;44507177.0;1;Retiro;Gendarmeria nacional av. 679;-34,583569;-58,37448258;2016-12-15;2018-05-16;17;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_caacupe_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_caacupeplay%c3%b3ndespues_imagen2.jpg;N/A;N/A;C&e construcciones s.a.;2016;Licitación pública;9328-sigaf/16;30708288361;43190;10;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://documentosboletinoficial.buenosaires.gob.ar/publico/pe-res-mjggc-secisyu-127-16-anx.pdf;21450467-mgeya-dgoi/2016;N/A;N/A
905;Barrio los piletones;Barrio los piletones: skate park polideportivo;Finalizada;Arquitectura;Ministerio de desarrollo humano y hábitat;Recuperación y mejora del espacio público en el polideportivo de piletones. se colocarán juegos para niños, mobiliario urbano y pérgolas. se rehabilitará el skatepark existente.;2084504.0;8;Villa soldati;Continuación plumerillo y virtual prolongación de zinny;-34,66260752;-58,45325321;2017-08-09;2018-03-23;7;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_skateparkpolideportivopiletones_durante_imagen1.jpeg;Https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_skateparkpolideportivopiletones_antes_imagen2.jpeg;N/A;N/A;Cooperativa;2017;N/A;N/A;N/A;10573;41;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-los-piletones;N/A;N/A;N/A;N/A
906;Barrio 31;Barrio 31: perette veredas;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;La obra implicó la realización de las veredas, macetones, cordones, luminarias para la calle perette;48321490.0;1;Retiro;Gendarmeria nacional av. 679;-34,583009;-58,378353;2017-03-31;2017-11-07;8;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_peretteveredas_imagen1.jpg;N/A;N/A;N/A;Construcciones, infraestructura y servicios s.a.;2017;Licitación pública;1383-sigaf/16;30710393881;43190;15;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://boletinoficial.buenosaires.gob.ar/normativaba/norma/351092;27.118.255-mgeya-dgoi/2016;N/A;N/A
907;Barrio 31;Barrio 31: cesac provisorio;Finalizada;Salud;Ministerio de desarrollo humano y hábitat;Se procedió a la construcción de módulos sanitarios para la atención de urgencias médicas de asistencia urgente y básica, los mismos ocupan una superficie de 260m2.;1595413.0;1;Retiro;Gendarmeria nacional av. 679;-34,581917;-58,38231;2016-04-01;2018-11-26;31;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_cesacprovisorio_imagen1.jpg;N/A;N/A;N/A;Merlino;2017;Licitación pública;1186/sigaf/17;20103652775;43190;15;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20170817.pdf;12.197.414/mgeya-dgrfiss/17;N/A;N/A
908;Barrio 31;Barrio 31: mejoramiento colegio filii dei;Finalizada;Escuelas;Ministerio de desarrollo humano y hábitat;Renovación de infraestructura de instalaciones sanitarias de la institución filii dei, colocación de techado sobre instalaciones deportivas y recreativas. superficie intervenida 270m2.;9947500.0;1;Retiro;Gendarmeria nacional av. 679;-34,583355;-58,376205;2017-12-22;2018-04-27;4;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_filiidei_imagen1.jpg;N/A;N/A;N/A;Kir s.r.l;2017;Licitación pública;1481-sigaf/17;30702232046;43190;25;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20171227.pdf;25513709 -mgeya-dgopdu/2017;N/A;N/A
909;Barrio 31;Barrio 31: casa de la juventud/centro de adicciones;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;Implicó la intervención sobre una edificación existente, modificando y ampliandola a 100m2. sus objetivos son: brindar tratamiento a personas en situación de consumo problemático de sustancias y trabajar en la prevención de las adicciones.;4343446.0;1;Retiro;Gendarmeria nacional av. 679;-34,586757;-58,377952;2017-08-21;2018-05-17;9;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_casadelajuventud_imagen1.jpg;N/A;N/A;N/A;Merlino;2017;Licitación pública;35-sigaf/17;20103652775;43190;20;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20170824.pdf;15596660/mgeya-dgopdu/2017;N/A;N/A
910;Barrio 31;Barrio 31: cancha chica;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;Se regeneró un espacio público de 430m2 como un espacio principalmente de uso deportivo, de recreación y esparcimiento. se propuso un adecuamiento del mismo con la intención de demarcar de forma clara los espacios de uso exclusivo deportivo, jerarquizando las circulaciones a fin de que no se interrumpan unas con otras y favoreciendo la accesibilidad. se introdujo el uso del intertrabado para igualar todos los niveles igualando todos los niveles, sin ningún tipo de cordón o escalonamiento, en las veredas para favorecer la accesibilidad para personas con movilidad reducida y asimismo para facilitar las conexiones domiciliarias de infraestructura, accesos y cámaras. el perí­metro libre de 1.50m garantiza el giro de la silla de ruedas y el acceso franco de servicios de emergencia. toda la superficie se planteó con un solado multifunción, deportivo pero que permite el uso eventual para espectáculos, reuniones, y diversos tipos de deportes.;5757229.0;1;Retiro;Gendarmeria nacional av. 679;-34,580748;-58,384568;2017-10-23;2018-04-27;6;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_canchachica_imagen1.jpg;N/A;N/A;N/A;Cooperativa;2017;N/A;N/A;N/A;43190;8;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;N/A;N/A;N/A;N/A
911;Barrio 31;Barrio 31: bichito de luz;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;"Replicando intervenciones similares en el barrio 31, se regeneró un espacio existente de 1400m2; preservando las funcionalidades existentes, estas son: deportivas, recreativas y culturales.";19869376.0;1;Retiro;Gendarmeria nacional av. 679;-34,582195;-58,381711;2017-10-05;2018-04-27;6;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_canchabichitodeluz_imagen1.jpg;N/A;N/A;N/A;Cooperativa;2017;N/A;N/A;N/A;43190;10;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;N/A;N/A;N/A;N/A
912;Barrio 31;Barrio 31: saldí­as;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;El objetivo de la obra fue regenerar el espacio público con juegos infantiles, espacios deportivos y dotación de infraestructura, en el denominado predio plaza cí­vica, ubicado dentro de la comuna 2 en el barrio saldí­as (delimitado por las calles padre carlos mugica y san pedro de jujuy), planteándose habilitar aproximadamente 1260 metros cuadrados incorporando buenas prácticas ambientales bajo normas básicas de sustentabilidad.;12330488.0;1;Retiro;Gendarmeria nacional av. 679;-34,575271;-58,399196;2017-12-04;2018-04-27;4;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25212.jpg;N/A;N/A;N/A;Algieri s.a;2017;Licitación pública;1426-sigaf/17;30699339810;43190;15;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20171128.pdf;22719739/mgeya-dgopdu/17;N/A;N/A
913;Barrio 31;Barrio 31: viviendas containera, emplaque.;Finalizada;Vivienda;Ministerio de desarrollo humano y hábitat;El edificio cuenta con 17 unidades de dos dormitorios, 22 unidades de tres dormitorios, 2 unidades de dos dormitorios con un local y 5 unidades de tres dormitorios con un local lo que representa un total de 46 unidades funcionales. todas las unidades con locales se encuentran en planta baja. la planta baja está provista de un de tanques de bombeo por cada núcleo. las plantas tipo tienen unidades de dos y tres dormitorios, están distribuidas en 3 niveles. se accede a ellas a través de un total de 8 núcleos verticales con escaleras que funcionan como espinas dorsales y dan lugar a la entrada de una vivienda de cada lado. la superficie cubierta es de 4090 m2. la superficie semicubierta es de 1170 m2 (50 %).;113593182.0;1;Retiro;Gendarmeria nacional av. 679;-34,579442;-58,389528;2017-02-15;2017-12-30;10;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_edificioemplaque_imagen1.jpg;N/A;N/A;N/A;Bricons s.a.i.c.f.i.;2016;Licitación pública;1220-sigaf/16;30541068151;43190;30;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20161221.pdf;25.804.661-mgeya-dgoi/16;N/A;N/A
